RecipeID,StepNumber,StepDescription
260,26,' Add remaining garlic and cookuntil fragrant 30 seconds'
260,27,' Add potatoes and 1/4 tsp wasabi'
260,28,' Mash adding splashes of reserved potato cooking liquid as necessary until smooth'
260,29,' Season with salt and pepper'
260,30,' (If you like things spicy stir in more wasabi!)6'
260,31,' Divide meatloaves mashed potatoes and roasted carrots between plates'
260,32,' Sprinkle with scallion greens and serve with remaining ketchup glaze on the side for dipping'
261,1,'Serves 21'
261,2,' Adjust racks to top and middle positions and preheat oven to 450 degrees'
261,3,' Wash and dry all produce'
261,4,' Dice sweet potatoes into 1/2-inch pieces'
261,5,' Toss on a baking sheet with a drizzle of oil salt and pepper'
261,6,' Roast on top rack for 12 minutes (well roast the zucchini then)'
261,7,' 2'
261,8,' Meanwhile halve and core apple; thinly slice into half-moons'
261,9,' Peel and finely chop garlic'
261,10,' Quarter lemon'
261,11,' Trim and halve zucchini lengthwise; cut crosswise into 1/2-inch-thick half-moons'
261,12,' Toss on a second baking sheet with a drizzle of oil and a pinch of salt and pepper'
261,13,' Set aside'
261,14,' 3'
261,15,' Pat pork dry with paper towels and season all over with salt and pepper'
261,16,' Heat a drizzle of oil in a large pan over medium-high heat'
261,17,' Add pork and cook until browned and cooked through 4-5 minutes per side'
261,18,' Turn off heat; transfer to a plate'
261,19,' 4'
261,20,' Once sweet potatoes have roasted 12 minutes transfer baking sheet with zucchini to middle rack and continue roasting until both veggies are browned and softened 12-15 minutes more'
261,21,' 5'
261,22,' Meanwhile melt 1 TBSP butter (2 TBSP for 4 servings) in pan used for pork over medium-high heat'
261,23,' Add apple and season with salt and pepper'
261,24,' Cook scraping up any browned bits from bottom of pan until apple is slightly softened 2-3 minutes'
261,25,' Add garlic; cook until fragrant 30 seconds'
261,26,' Add 1/z cup water (3/4 cup for 4) stock concentrate and 11/2 tsp sugar (3 tsp for 4)'
261,27,' Cook stirring until sauce has thickened and apple is very tender 3-5 minutes'
261,28,' Season with salt and pepper'
261,29,' 6'
261,30,' Remove pan with apple from heat; stir in 1 TBSP butter (2 TBSP for 4 servings) and a squeeze of lemon juice'
261,31,' Divide pork zucchini and sweet potatoes between plates'
261,32,' Top pork with glazed apple sauce'
261,33,' Top zucchini with a squeeze of lemon juice'
262,1,'Pie Crust:  In a food processor place the flour salt and sugar and process until combined'
262,2,' Add the butter and process until the mixture resembles coarsemeal (about 15 seconds)'
262,3,' Pour 1/4 cup (60 ml) water in a slow steady stream through the feed tube until the dough just holds together when pinched'
262,4,' If necessary add more water'
262,5,' Do not process more than 30 seconds'
262,6,'Turn the dough onto your work surface and gather into a ball'
262,7,' Divide the dough in half flattening each half into a disk cover with plastic wrap and refrigerate for about one hour before using'
262,8,' This will chill the butter and relax the gluten in the flour'
262,9,' After the dough has chilled sufficiently remove one portion of the dough from the fridge and place it on a lightly floured surface'
262,10,'  Roll the pastry into a 12 inch (30 cm) circle'
262,11,' (To prevent the pastry from sticking to the counter and to ensure uniform thickness keep lifting up and turning the pastry a quarter turn as you roll (always roll from the center of the pastry outwards)'
262,12,')  Fold the dough in half and gently transfer to a 9 inch (23 cm) pie pan'
262,13,' Brush off any excess flour and trim any overhanging pastry to an edge of 1/2 inch (1'
262,14,'5 cm)'
262,15,' Refrigerate the pastry covered with plastic wrap while you make the filling'
262,16,' Remove the second round of pastry and roll it into a 13 inch (30 cm) circle'
262,17,' Using a pastry wheel or pizza cutter cut the pastry into about 3/4 inch (2 cm) strips'
262,18,' Place the strips of pastry on a parchment paper-lined baking sheet cover with plastic wrap and place in the refrigerator for about 10 minutes'
262,19,' Make the Strawberry Rhubarb Filling: Place the cut strawberries and rhubarb in a large bowl'
262,20,' In a small bowl mix together the cornstarch sugar and ground cinnamon'
262,21,' Remove the chilled pie crust from the fridge'
262,22,' Sprinkle about 2 tablespoons of the sugar mixture over the bottom of the pastry crust'
262,23,' Add the remaining sugar mixture to the strawberries and rhubarb and gently toss to combine'
262,24,' Pour the fruit mixture into the prepared pie shell'
262,25,' Sprinkle the fruit with about 1 teaspoon of lemon juice and dot with 2 tablespoons of butter'
262,26,'Remove the lattice pastry from the refrigerator and starting at the center with the longest strips and working outwards place half the strips spacing about 1 inch (2'
262,27,'5 cm) apart on top of the filling'
262,28,' (Use the shortest pastry strips at the outer edges'
262,29,') Then gently fold back about halfway every other strip of pastry'
262,30,' Take another strip of pastry and place it perpendicular on top of the first strips of pastry'
262,31,' Unfold the bottom strips of pastry and then fold back the strips that werent folded back the first time'
262,32,' Lay another strip of pastry perpendicular on top of the filling and then continue with the remaining strips'
262,33,' Trim the edges of the pastry strips leaving a 1 inch (2'
262,34,'5 cm) overhang'
262,35,' Seal the edges of the pastry strips by folding them under the bottom pastry crust and flute the edges of the pastry'
262,36,' Brush the lattice pastry with milk and sprinkle with a little sugar'
262,37,' Cover and place in the refrigerator while you preheat the oven to 400 degrees F (205 degrees C) and place the oven rack in the lower third of the oven'
262,38,' Put a baking sheet lined with aluminum foil on the oven rack (to catch any spills'
262,39,')Place the pie plate on the hot baking sheet and bake the pie for about 35 minutes and then if the edges of the pie are browning too much cover with a foil ring'
262,40,' Continue to bake the pie for about another 10 minutes or until the crust is a golden brown color and the fruit juices begin to bubble'
262,41,'Remove the pie from the oven and place on a wire rack to cool for several hours'
262,42,' Serve at room temperature with softly whipped cream or vanilla ice cream'
262,43,' Leftovers can be stored in the refrigerator for about 3 days'
262,44,' Reheat before serving'
262,45,' This pie can be frozen'
262,46,'Makes one 9 inch (23 cm) pie'
263,1,'Heat oven to 180C/160C fan/gas 4'
263,2,' Slice the tops off the tomatoes and reserve'
263,3,' Scoop out most of the pulp with a teaspoon being careful not to break the skin'
263,4,' Finely chop the pulp and keep any juices'
263,5,' Sprinkle the insides of the tomatoes with a little sugar to take away the acidity then place them on a baking tray'
263,6,'Heat 2 tbsp olive oil in a large frying pan add the onion and garlic then gently cook for about 10 mins until soft but not coloured'
263,7,' Add the lamb cinnamon and tomato pure turn up the heat then fry until the meat is browned'
263,8,' Add the tomato pulp and juice the rice and the stock'
263,9,' Season generously'
263,10,' Bring to the boil then simmer for 15 mins or until the rice is tender and the liquid has been absorbed'
263,11,' Set aside to cool a little then stir in the herbs'
263,12,'Stuff the tomatoes up to the brim top tomatoes with their lids drizzle with 2 tbsp more olive oil sprinkle 3 tbsp water into the tray then bake for 35 mins'
263,13,' Serve with salad and crusty bread hot or cold'
264,1,'Soak herring in cold water for at least 1 hour'
264,2,' If very salty repeat changing the water each time'
264,3,'Drain thoroughly and slice herring into bite-size pieces'
264,4,'Place in a jar large enough to accommodate the pieces and cover with oil allspice peppercorns and bay leaf'
264,5,' Close the jar'
264,6,'Refrigerate for 2 to 3 days before eating'
264,7,' This will keep refrigerated up to 2 weeks'
264,8,'Serve with finely chopped onion or onion slices lemon and parsley or dill'
265,1,'Combine the marinade ingredients in a large ziplock bag (or bowl)'
265,2,'Add the chicken and use your hands to make sure each piece is coated'
265,3,' If using a ziplock bag I find it convenient to close the bag then massage the bag to disperse the rub all over each chicken piece'
265,4,'Marinate overnight or up to 24 hours'
265,5,'Combine the Yoghurt Sauce ingredients in a bowl and mix'
265,6,' Cover and put in the fridge until required (it will last for 3 days in the fridge)'
265,7,'Heat grill/BBQ (or large heavy based pan on stove) on medium high'
265,8,' You should not need to oil it because the marinade has oil in it and also thigh fillets have fat'
265,9,' But if you are worried then oil your hotplate/grill'
265,10,' (See notes for baking)Place chicken on the grill and cook the first side for 4 to 5 minutes until nicely charred then turn and cook the other side for 3 to 4 minutes (the 2nd side takes less time)'
265,11,'Remove chicken from the grill and cover loosely with foil'
265,12,' Set aside to rest for 5 minutes'
265,13,'TO SERVESlice chicken and pile onto platter alongside flatbreads Salad and the Yoghurt Sauce'
265,14,'To make a wrap get a piece of flatbread and smear with Yoghurt Sauce'
265,15,' Top with a bit of lettuce and tomato and Chicken Shawarma'
266,1,'STEP 1To make the dough rub the butter into the flour and then add the egg white and half the yolk (keep the rest) vinegar a pinch of salt and enough cold water to make a soft dough'
266,2,' Knead on a floured surface until smooth and then wrap and rest for 30 minutes'
266,3,'STEP 2Heat the oven to 180c/fan 160c/gas 4'
266,4,' Trim the green ends of the spring onions and then finely slice the rest'
266,5,' Heat a little oil in a pan and fry them gently until soft but not browned'
266,6,' Add the chilli and garlic stir and then add the prawns and cook until they are opaque'
266,7,' Season well'
266,8,' Scoop out the prawns and bubble the juices until they thicken then add back the prawns'
266,9,'STEP 3Divide the empanada dough into eight balls and roll out to thin circles on a floured surface'
266,10,' Put some filling on one half of the dough sprinkle the feta on top and fold the other half over'
266,11,' Trim the edge and then fold and crimp the dough together so the empanada is tightly sealed put it on an oiled baking sheet either on its side or sitting on its un-crimped edge like a cornish pasty'
266,12,' Repeat with the remaining dough and mixture'
266,13,' Mix the leftover egg yolk with a splash of water and brush the top of the empanadas'
266,14,'STEP 4Bake for 30 minutes or until golden and slightly crisp around the edges'
267,1,'Soak glutinous rice with water for at least 1  hours prior to using'
267,2,' Drain'
267,3,'Prepare a 9-inch round or square cake pan and spray with cooking spray or line with plastic wrap'
267,4,'Mix coconut milk water salt and the rice'
267,5,' Pour it into cake pan topped with the pandan knots'
267,6,'Steam for 30 minutes'
267,7,'After 30 minutes fluff up the rice and remove pandan knots'
267,8,' Then using a greased spatula flatten the steamed rice'
267,9,' Make sure there are no holes/air bubbles and gaps in the rice especially the sides'
267,10,'Steam for another 10 minutes'
267,11,'Combine pandan juice coconut milk all purpose flour cornflour and sugar'
267,12,' Mix well'
267,13,'Add eggs and whisk well then strain into a medium sized metal bowl or pot'
267,14,'Place pandan mixture over simmering water (double boiler or bain-marie)Stir continuously and cook till custard starts to thicken'
267,15,' (15 minutes)Pour pandan custard into glutinous rice layer give it a little tap (for air bubbles) and continue to steam for 30 minutes'
267,16,'Remove kuih seri muka from the steamer and allow to cool completely before cutting into rectangles or diamond shapes'
268,1,'STEP 1TO MAKE SUSHI ROLLS: Pat out some rice'
268,2,' Lay a nori sheet on the mat shiny-side down'
268,3,' Dip your hands in the vinegared water then pat handfuls of rice on top in a 1cm thick layer leaving the furthest edge from you clear'
268,4,'STEP 2Spread over some Japanese mayonnaise'
268,5,' Use a spoon to spread out a thin layer of mayonnaise down the middle of the rice'
268,6,'STEP 3Add the filling'
268,7,' Get your child to top the mayonnaise with a line of their favourite fillings  here weve used tuna and cucumber'
268,8,'STEP 4Roll it up'
268,9,' Lift the edge of the mat over the rice applying a little pressure to keep everything in a tight roll'
268,10,'STEP 5Stick down the sides like a stamp'
268,11,' When you get to the edge without any rice brush with a little water and continue to roll into a tight roll'
268,12,'STEP 6Wrap in cling film'
268,13,' Remove the mat and roll tightly in cling film before a grown-up cuts the sushi into thick slices then unravel the cling film'
268,14,'STEP 7TO MAKE PRESSED SUSHI: Layer over some smoked salmon'
268,15,' Line a loaf tin with cling film then place a thin layer of smoked salmon inside on top of the cling film'
268,16,'STEP 8Cover with rice and press down'
268,17,' Press about 3cm of rice over the fish fold the cling film over and press down as much as you can using another tin if you have one'
268,18,'STEP 9Tip it out like a sandcastle'
268,19,' Turn block of sushi onto a chopping board'
268,20,' Get a grown-up to cut into fingers then remove the cling film'
268,21,'STEP 10TO MAKE SUSHI BALLS: Choose your topping'
268,22,' Get a small square of cling film and place a topping like half a prawn or a small piece of smoked salmon on it'
268,23,' Use damp hands to roll walnut-sized balls of rice and place on the topping'
268,24,'STEP 11Make into tight balls'
268,25,' Bring the corners of the cling film together and tighten into balls by twisting it up then unwrap and serve'
269,1,'1'
269,2,' Preheat your oven to 375F (190C)'
269,3,' Lightly grease a 9x13-inch baking dish or a similar-sized casserole dish'
269,4,'2'
269,5,' Place the bell pepper halves in the prepared baking dish cut side up'
269,6,' Bake for 15-20 minutes or until slightly softened'
269,7,'3'
269,8,' While the bell peppers are baking prepare the filling'
269,9,' In a large skillet heat the olive oil over medium heat'
269,10,' Add the chopped onion and cook for 3-4 minutes until softened'
269,11,' Add the garlic and cook for another 1 minute until fragrant'
269,12,'4'
269,13,' Stir in the cooked quinoa black beans corn diced tomatoes ground cumin chili powder smoked paprika salt and pepper'
269,14,' Cook for 5-7 minutes until heated through'
269,15,' Remove the skillet from heat and stir in 1 cup of the shredded cheese if using'
269,16,'5'
269,17,' Remove the bell peppers from the oven and carefully stuff each pepper half with the quinoa and black bean mixture'
269,18,' Top the stuffed peppers with the remaining 1/2 cup of shredded cheese if using'
269,19,'6'
269,20,' Return the stuffed peppers to the oven and bake for another 15-20 minutes until the cheese is melted and the peppers are tender'
269,21,'7'
269,22,' Remove from the oven and allow the stuffed peppers to cool for 5 minutes before serving'
269,23,' Garnish with fresh chopped cilantro'
270,1,'In a medium bowl combine hulled and quartered strawberries 4 Tbsp sugar and 4 Tbsp liqueur stir to combine then cover and refrigerate at least 1 hour and up to 2 hours stirring once or twice'
270,2,'Two photos of cut strawberries in a bowl with one having sugar being added to the bowl Two photos of cut up strawberries for Strawberry Romanoff Just before serving in a large mixing bowl combine 1 cup cold heavy cream and 1/4 cup powdered sugar and beat with an electric mixer until stiff peaks form'
270,3,' Using a spatula fold in 1/4 cup sour cream just until well blended'
270,4,'To serve stir strawberries then divide between 6 serving glasses or bowls'
270,5,' You can spoon a little syrup over the berries if you like'
270,6,' You can also use this syrup to soak a cake'
270,7,' Spoon cream over strawberries dividing evenly'
270,8,' You can also use an ice cream scoop with trigger release for a nice rounded puff of cream'
270,9,' Serve right away or chill and enjoy within 2 hours of assembly'
271,1,'Preheat oven to 350 F'
271,2,' Spray a 9x13-inch baking pan with non-stick spray'
271,3,'Combine soy sauce  cup water brown sugar ginger and garlic in a small saucepan and cover'
271,4,' Bring to a boil over medium heat'
271,5,' Remove lid and cook for one minute once boiling'
271,6,'Meanwhile stir together the corn starch and 2 tablespoons of water in a separate dish until smooth'
271,7,' Once sauce is boiling add mixture to the saucepan and stir to combine'
271,8,' Cook until the sauce starts to thicken then remove from heat'
271,9,'Place the chicken breasts in the prepared pan'
271,10,' Pour one cup of the sauce over top of chicken'
271,11,' Place chicken in oven and bake 35 minutes or until cooked through'
271,12,' Remove from oven and shred chicken in the dish using two forks'
271,13,'*Meanwhile steam or cook the vegetables according to package directions'
271,14,'Add the cooked vegetables and rice to the casserole dish with the chicken'
271,15,' Add most of the remaining sauce reserving a bit to drizzle over the top when serving'
271,16,' Gently toss everything together in the casserole dish until combined'
271,17,' Return to oven and cook 15 minutes'
271,18,' Remove from oven and let stand 5 minutes before serving'
271,19,' Drizzle each serving with remaining sauce'
272,1,'Mix the lemon juice with the paprika and red onions in a large shallow dish'
272,2,' Slash each chicken thigh three times then turn them in the juice and set aside for 10 mins'
272,3,'Mix all of the marinade ingredients together and pour over the chicken'
272,4,' Give everything a good mix then cover and chill for at least 1 hr'
272,5,' This can be done up to a day in advance'
272,6,'Heat the grill'
272,7,' Lift the chicken pieces onto a rack over a baking tray'
272,8,' Brush over a little oil and grill for 8 mins on each side or until lightly charred and completely cooked through'
273,1,'Put the potatoes in a pan of boiling water and cook for 5 minutes'
273,2,' Throw in the beans and cook for a further 3 minutes by which time both should be just tender but not too soft'
273,3,' Drain and put to one side'
273,4,'In a wok or large frying pan heat the oil until very hot then drop in the garlic and cook until golden this should take only a few seconds'
273,5,' Dont let it go very dark or it will spoil the taste'
273,6,' Spoon in the curry paste and stir it around for a few seconds to begin to cook the spices and release all the flavours'
273,7,' Next pour in the coconut milk and let it come to a bubble'
273,8,'Stir in the fish sauce and sugar then the pieces of chicken'
273,9,' Turn the heat down to a simmer and cook covered for about 8 minutes until the chicken is cooked'
273,10,'Tip in the potatoes and beans and let them warm through in the hot coconut milk then add a lovely citrussy flavour by stirring in the shredded lime leaves (or lime zest)'
273,11,' The basil leaves go in next but only leave them briefly on the heat or they will quickly lose their brightness'
273,12,' Scatter with the lime garnish and serve immediately with boiled rice'
274,1,'Preheat the oven to 200C/fan180C/gas 6'
274,2,' fry sausages in a non-stick pan until browned'
274,3,'Drizzle vegetable oil in a 30cm x 25cm x 6cm deep roasting tray and heat in the oven for 5 minutes'
274,4,'Put the plain flour in a bowl crack in the medium free-range eggs then stir in the grated horseradish'
274,5,' Gradually beat in the semi-skimmed milk'
274,6,' Season'
274,7,'Put the sausages into the hot roasting tray and pour over the batter'
274,8,' Top with cherry tomatoes on the vine and cook for 30 minutes until puffed and golden'
275,1,'Heat oven to 180C/160C fan/gas 4'
275,2,' Heat the oil in a large frying pan and cook the onion for 8-10 mins until softened'
275,3,' Add the garlic Worcestershire sauce and 2 tsp tomato pure and stir until combined'
275,4,' Set aside to cool'
275,5,'Put the turkey mince egg breadcrumbs and cooled onion mix in a large bowl and season well'
275,6,' Mix everything to combine then shape into a rectangular loaf and place in a large roasting tin'
275,7,' Spread 2 tbsp barbecue sauce over the meatloaf and bake for 30 mins'
275,8,'Meanwhile drain 1 can of beans only then pour both cans into a large bowl'
275,9,' Add the remaining barbecue sauce and tomato pure'
275,10,' Season and set aside'
275,11,'When the meatloaf has had its initial cooking time scatter the beans around the outside and bake for 15 mins more until the meatloaf is cooked through and the beans are piping hot'
275,12,' Scatter over the parsley and serve the meatloaf in slices'
276,1,'Heat oven to 200C/fan 180C/gas 6'
276,2,' Toss the potatoes with 2 tsp oil and some seasoning'
276,3,' Tip onto a large baking tray then roast for 20 mins stirring halfway until crisp golden and cooked through'
276,4,'Meanwhile put eggs in a small pan of water bring to the boil then simmer for 8-10 mins depending on how you like them cooked'
276,5,' Plunge into a bowl of cold water to cool for a few mins'
276,6,' Peel away the shells then cut into halves'
276,7,'In a large salad bowl whisk together the remaining oil red wine vinegar capers and chopped tomatoes'
276,8,' Season tip in the onion spinach tuna and potatoes then gently toss together'
276,9,' Top with the eggs then serve straight away'
277,1,'In a jug mix the tahini with the zest and juice of the lemon and 50ml of cold water to make a runny dressing'
277,2,' Season to taste then set aside'
277,3,'Heat the oil in a wok or large frying pan over a medium-high heat'
277,4,' Add the red onion along with a pinch of salt and fry for 2 mins until starting to soften and colour'
277,5,' Add the garlic pepper green beans and courgette and fry for 5 min stirring frequently'
277,6,'Tip in the kale lentils and the tahini dressing'
277,7,' Keep the pan on the heat for a couple of mins stirring everything together until the kale is wilted and its all coated in the creamy dressing'
278,1,'Preheat the oven to 200C/400F/Gas 6 (180C fan)'
278,2,'Put the potatoes into a saucepan of cold salted water'
278,3,' Bring up to the boil and simmer until completely tender'
278,4,' Drain well and then mash with the butter and milk'
278,5,' Add pepper and taste to check the seasoning'
278,6,' Add salt and more pepper if necessary'
278,7,'For the fish filling melt the butter in a saucepan add the leeks and stir over the heat'
278,8,' Cover with a lid and simmer gently for 10 minutes or until soft'
278,9,' Measure the flour into a small bowl'
278,10,' Add the wine and whisk together until smooth'
278,11,'Add the milk to the leeks bring to the boil and then add the wine mixture'
278,12,' Stir briskly until thickened'
278,13,' Season and add the parsley and fish'
278,14,' Stir over the heat for two minutes then spoon into an ovenproof casserole'
278,15,' Scatter over the eggs'
278,16,' Allow to cool until firm'
278,17,'Spoon the mashed potatoes over the fish mixture and mark with a fork'
278,18,' Sprinkle with cheese'
278,19,'Bake for 30-40 minutes or until lightly golden-brown on top and bubbling around the edges'
279,1,'First make the short crust pastry: measure the flour into a large bowl and rub in the butter with your fingertips until the mixture resembles fine breadcrumbs (alternatively this can be done in a food processor)'
279,2,' Add about three tablespoons of cold water and mix to a firm dough wrap in cling film and chill in the fridge for about 20 minutes'
279,3,'Preheat the oven to 200C/400F/Gas 6 and put a heavy baking tray in the oven to heat up'
279,4,' Grease a deep 18cm/7in loose-bottomed fluted flan tin with butter'
279,5,'Remove about 150g/5oz of pastry from the main ball and set aside for the lattice top'
279,6,'Roll the rest of the pastry out thinly on a lightly floured work surface and line the prepared flan tin with the pastry'
279,7,'Prick the base with a fork to stop the base rising up during baking'
279,8,'Place the reserved pastry for the lattice top on cling film and roll out thinly'
279,9,' Egg wash the pastry and set aside to chill in the fridge (the cling film makes it easier to move about)'
279,10,' Do not cut into strips at this stage'
279,11,' Do not egg wash the strips once they are on the tart as it will drip into the treacle mixture'
279,12,'To make the filling heat the syrup gently in a large pan but do not boil'
279,13,'Once melted add the breadcrumbs lemon juice and zest to the syrup'
279,14,' (You can add less lemon if you would prefer less citrus taste'
279,15,') If the mixture looks runny add a few more breadcrumbs'
279,16,'Pour the syrup mixture into the lined tin and level the surface'
279,17,'Remove the reserved pastry from the fridge and cut into long strips 1cm/in wide'
279,18,' Make sure they are all longer than the edges of the tart tin'
279,19,'Egg wash the edge of the pastry in the tin and start to make the woven laying lattice pattern over the mixture leave the strips hanging over the edge of the tin'
279,20,'Once the lattice is in place use the tin edge to cut off the strips by pressing down with your hands creating a neat finish'
279,21,'Bake on the pre-heated baking tray in the hot oven for about 10 minutes until the pastry has started to colour and then reduce the oven temperature to 180C/350F/Gas 4'
279,22,' If at this stage the lattice seems to be getting too dark brown cover the tart with tin foil'
279,23,'Bake for a further 25-30 minutes until the pastry is golden-brown and the filling set'
279,24,'Remove the tart from the oven and leave to firm up in the tin'
279,25,' Serve warm or cold'
280,1,'Roll the pastry to a 3mm-thick round on a lightly floured surface and cut a 24cm circle using a plate as a guide'
280,2,' Lightly prick all over with a fork wrap in cling film on a baking sheet and freeze while preparing the apples'
280,3,'Heat oven to 180C/160C fan/gas 4'
280,4,' Peel quarter and core the apples'
280,5,' Put the sugar in a flameproof 20cm ceramic Tatin dish or a 20cm ovenproof heavy-based frying pan and place over a medium-high heat'
280,6,' Cook the sugar for 5-7 mins to a dark amber caramel syrup thats starting to smoke then turn off the heat and stir in the 60g diced chilled butter'
280,7,'To assemble the Tarte Tatin arrange the apple quarters very tightly in a circle around the edge of the dish first rounded-side down then fill in the middle in a similar fashion'
280,8,' Gently press with your hands to ensure there are no gaps'
280,9,' Brush the fruit with the melted butter'
280,10,'Bake in the oven for 30 mins then remove and place the disc of frozen puff pastry on top  it will quickly defrost'
280,11,' Tuck the edges down the inside of the dish and with a knife prick a few holes in the pastry to allow steam to escape'
280,12,' Bake for a further 40-45 mins until the pastry is golden brown and crisp'
280,13,'Allow to cool to room temperature for 1 hr before running a knife around the edge of the dish and inverting it onto a large serving plate that is deep enough to contain the juices'
280,14,' Serve with crme frache or vanilla ice cream'
281,1,'Heat oven to 200C/180C fan/ gas 6 and butter 4 small (about 200ml) ramekins'
281,2,' Sprinkle the Parmesan into the ramekins turning until all sides are covered'
281,3,' Place the milk and bay leaves in a large saucepan over a gentle heat and bring to the boil'
281,4,' Turn off the heat and leave to infuse for 15 mins'
281,5,'Discard the bay leaves add the butter and flour and return to a low heat'
281,6,' Very gently simmer stirring continuously with a balloon whisk for about 6 mins until you get a smooth thick white sauce'
281,7,' Make sure that you get right into the corners of the pan to stop the sauce from catching or becoming lumpy'
281,8,'Once thickened transfer the sauce to a large bowl and stir in the mustard powder cayenne pepper Gruyre and egg yolks until fully combined'
281,9,'In a spotlessly clean bowl and with a clean whisk beat the egg whites just until peaks begin to form'
281,10,'Carefully fold the egg whites into the cheese sauce in three stages making sure you fold rather than stir to keep the egg whites light and airy'
281,11,' Fill the prepared ramekins with the souffl mix'
281,12,'Top each souffl with a slice of goats cheese then place on a baking tray'
281,13,' Bake for 20-25 mins or until springy and well risen but cooked through'
281,14,'Leave to cool then run a knife around the edge of each dish and remove the souffls'
281,15,' If preparing in advance place souffls upside down (for neat presentation) on a tray'
281,16,' Cover tray in cling film'
281,17,' Chill for a few days or freeze for up to 1 month'
281,18,'When ready to re-bake heat oven to 200C/180C fan/gas 6'
281,19,' Place the upside-down souffls in a shallow baking dish top with the remaining goats cheese slices and pour over the cream (this stops them from drying out when baked for the second time)'
281,20,' Cook for 8-10 mins until golden'
281,21,' Serve immediately alongside some simply dressed salad'
282,1,'Heat oven to 200C/180C fan/gas 6'
282,2,' Boil the potato until tender drain and mash then leave to cool'
282,3,' Heat the oil in a non-stick pan add the mince and onion and quickly fry until browned'
282,4,' Add the garlic spices stock plenty of pepper and a little salt and mix well'
282,5,' Remove from the heat stir into the potato and leave to cool'
282,6,'Roll out half the pastry and line the base of a 20-23cm pie plate or flan tin'
282,7,' Fill with the pork mixture and brush the edges of the pastry with water'
282,8,' Roll out the remaining dough and cover the pie'
282,9,' Press the edges of the pastry to seal trimming off the excess'
282,10,' Prick the top of the pastry case to allow steam to escape and glaze the top with the beaten egg'
282,11,'Bake for 30 mins until the pastry is crisp and golden'
282,12,' Serve cut into wedges with a crisp green salad'
282,13,' Leftovers are good cold for lunch the next day served with a selection of pickles'
283,1,'Sift together dry ingredients'
283,2,'Mix together wet ingredients and incorporate into dry'
283,3,' Stir until smooth'
283,4,'Drop by teaspoonfuls(no bigger) into hot oil (365 degrees no hotter) turning after a few moments until golden brown on all sides'
283,5,'Remove and drain'
283,6,'Roll in cinnamon sugar while still warm and serve'
284,1,'Preheat oven to 190 C / Gas 5'
284,2,' Grease a 23cm round springform tin'
284,3,'Cut off the hard bits from the top and bottom of the orange'
284,4,' Slice the orange and remove all seeds'
284,5,' Puree the orange with its peel in a food processor'
284,6,' Add one third of the sugar and the olive oil and continue to mix until well combined'
284,7,'Sieve together flour and baking powder'
284,8,'Beat the eggs and the remaining sugar with an electric hand mixer for at least five minutes until very fluffy'
284,9,' Fold in half of the flour mixture then the orange and the vanilla then fold in the remaining flour'
284,10,' Mix well but not for too long'
284,11,'Pour cake mixture into prepared tin and smooth out'
284,12,' Bake in preheated oven for 20 minutes'
284,13,' Reduce the oven temperature to 160 C / Gas 2 and bake again for 30 minutes Bake until the cake is golden brown and a skewer comes out clean'
284,14,' Cool on a wire cake rack'
285,1,'Add the lamb to a casserole and cook over high heat'
285,2,' When browned remove from the heat and set aside'
285,3,'Keep a tablespoon of fat in the casserole and discard the rest'
285,4,' Reduce to medium heat then add the garlic onion and spinach and cook until the onion is translucent and the spinach wilted or about 5 minutes'
285,5,'Return the lamb to the casserole with the onion-spinach mixture add the tomato puree cumin harissa chicken chickpeas lemon juice salt and pepper in the pan'
285,6,' Simmer over low heat for about 20 minutes'
285,7,'Add the pasta and cook for 15 minutes or until pasta is cooked'
286,1,'Heat 2 tsp of the oil in a large saucepan and cook the spring onions over a low heat for 3 minutes or until beginning to soften'
286,2,' Add the spinach cover with a tight-fitting lid and cook for a further 23 minutes or until tender and wilted stirring once or twice'
286,3,' Tip the mixture into a sieve or colander and leave to drain and cool'
286,4,'Using a saucer as a guide cut out 24 rounds about 12'
286,5,'5 cm (5 in) in diameter from the filo pastry cutting 6 rounds from each sheet'
286,6,' Stack the filo rounds in a pile then cover with cling film to prevent them from drying out'
286,7,'When the spinach mixture is cool squeeze out as much excess liquid as possible then transfer to a bowl'
286,8,' Add the tuna eggs hot pepper sauce and salt and pepper to taste'
286,9,' Mix well'
286,10,'Preheat the oven to 200C (400F gas mark 6)'
286,11,' Take one filo round and very lightly brush with some of the remaining oil'
286,12,' Top with a second round and brush with a little oil then place a third round on top and brush with oil'
286,13,'Place a heaped tbsp of the filling in the middle of the round then fold the pastry over to make a half-moon shape'
286,14,' Fold in the edges twisting them to seal and place on a non-stick baking sheet'
286,15,' Repeat with the remaining pastry and filling to make 8 briks in all'
286,16,'Lightly brush the briks with the remaining oil'
286,17,' Bake for 1215 minutes or until the pastry is crisp and golden brown'
286,18,'Meanwhile combine the tomatoes and cucumber in a bowl and sprinkle with the lemon juice and seasoning to taste'
286,19,' Serve the briks hot with this salad and the chutney'
287,1,'oak the beans in water to cover overnight'
287,2,'Drain'
287,3,' If skinless beans are unavailable rub to loosen the skins then discard the skins'
287,4,' Pat the beans dry with a towel'
287,5,'Grind the beans in a food mill or meat grinder'
287,6,'If neither appliance is available process them in a food processor but only until the beans form a paste'
287,7,' (If blended too smoothly the batter tends to fall apart during cooking'
287,8,') Add the scallions garlic cilantro cumin baking powder cayenne salt pepper and coriander if using'
